รหัสประเภท,หน่วย,ชื่อ,รายละเอียดโดยย่อ,ราคาขาย/ต่อหน่วย,สต็อกขั้นต่ำให้แจ้งเตือน,บาร์โค้ด (ถ้ามี)
CAT006,ขวด,เชลแล็กทาไม้ #7 เหลืองสด 0.48 ตราหัวสิงค์,L18031704,70,10,8858776943661
CAT006,ขวด,แลคเกอร์ #L615 แดง 0.450L ปลาเบ็ด,7062,90,10,8858648331954
CAT006,ขวด,แลคเกอร์ #L614 แดงลูกกวาด 0.450L ปลาเบ็ด,71019,90,10,8858648331947
CAT006,ขวด,แลคเกอร์ #L628 เหลืองทอง 0.450L ปลาเบ็ด,8072,90,10,8858648332029
,,,,,,
CAT014,แผ่น,"กระดาษทราย #4 9""x11"" ฉลาม",5.01E+12,10,20,8850106458845
CAT014,แผ่น,"กระดาษทราย #3 9""x11"" ฉลาม",5.01E+12,10,20,8850106458838
CAT014,แผ่น,"กระดาษทราย #2 9""x11"" ฉลาม",5.01E+12,10,20,8850106458821
CAT014,แผ่น,"กระดาษทราย #0 9""x11"" ฉลาม",5.01E+12,10,20,8850106458791
CAT014,แผ่น,"กระดาษทราย #1 9""x11"" ฉลาม",5.01E+12,10,20,8850106458814
,,,,,,
CAT014,ชิ้น,"ก๊อกซิงค์ผนัง M250SL 1/2"" Mavin",,390,10,8859445401833
CAT014,ชิ้น,"ก๊อกซิงค์ยืนใบพายก้านโค้งใหญ่ M2209U 1/2"" Mavin",,295,10,8859445400188
CAT014,ชิ้น,วาล์วระบบเซรามิค 2 ทาง Mavin,,230,10,8859445400362
CAT014,ชิ้น,ก๊อกคอสั้นปากกรอง M2004 Mavin,,95,10,8859445400157
CAT014,ชิ้น,วาล์วฝักบัวแบบปัด M2723 Mavin,,150,10,8859445406708
CAT014,ชิ้น,วาล์วฝักบัว หัวคริสตัล M2403 Mavin,,165,10,8859445400102
CAT014,ชิ้น,"ก๊อกบอลแฟนซี ฟ้า CK15 FB 1/2"" Sanwa",,90,10,8858799702542
CAT014,ชิ้น,"ก๊อกบอลแฟนซี ม่วง CK15 FB 1/2"" Sanwa",,90,10,8858799702566
CAT014,ชิ้น,"ก๊อกบอลแฟนซี เหลือง CK15 FB 1/2"" Sanwa",,90,10,8858799702504
CAT014,ชิ้น,"ก๊อกบอลแฟนซี เขียว CK15 FB 1/2"" Sanwa",,90,10,8858799702481
CAT014,ชิ้น,"ก๊อกบอลแฟนซี แดง CK20 FB 3/4"" Sanwa",,145,10,8858799702405
CAT014,ชิ้น,"มินิบอลวาล์ว 3 ทาง 1/2"" BV15 Mini Sanwa",,120,10,8858799704492
CAT014,ชิ้น,ก๊อกลงบ่อ M28304 หัวใบพัด Mavin,,195,10,8859445404520
CAT014,ชิ้น,ก๊อกลงบ่อปากกรอง M2104 ด้ามปัดแบน Mavin,,195,10,8869445400126
CAT014,ชิ้น,"ก๊อกบอลสนาม M112 1/2"" Mavin",,195,10,8859445400270
CAT014,ชิ้น,สายฉีดชำระโครเมี่ยม หัว ABS Saza,IU366-SAZA-PK,245,10,8858652308659
CAT014,ชิ้น,สายฉีดชำระโครเมี่ยม M4102 Mavin,,245,10,8859445400911
CAT014,ชิ้น,สายฉีดชำระโครเมี่ยม M4103 Mavin,,245,10,8859445400928
CAT014,ชิ้น,สายฉีดชำระ 304 Episode,,265,10,
CAT014,ชิ้น,ฝักบัวอาบน้ำโครเมี่ยม 1 ระบบ M3114 Mavin,,245,10,8859445406142
CAT014,ชิ้น,ฝักบัว 1 ระบบ M314 Mavin,,245,10,8859445402137
CAT014,ชิ้น,สายฉีดชำระ M434W Mavin,,250,10,8859445406173
CAT014,ชิ้น,สายฉีดชำระ AS-011CR Amazon,30967,245,10,8854911003740
CAT014,ชิ้น,สายฝักบัวสแตนเลส 120cm Ben-Ley,SS15-120,195,10,8859290705995
CAT014,ชิ้น,สายฉีดชำระ A-011W Amazon,40168,245,10,8854911003733
CAT014,ชิ้น,หัวฉีดชำระชุบโครเมี่ยม H-004CR Amazon,71267,145,10,8854911004624
CAT014,ชิ้น,ตะแกรงกันกลิ่นแสตนเลส M9003 Mavin,,150,10,8859445401000
CAT014,ชิ้น,"สายน้ำดี M7060 60"" Mavin",,125,10,8859445400645
CAT014,ชิ้น,"สายน้ำดี 32"" Lamy",,120,10,
CAT014,ชิ้น,หัวฉีดชำระ #ขาว MHM4211W Mavin,,165,10,8859445404117
CAT014,ชิ้น,ฝักบัวอาบน้ำโครเมี่ยม M315 หน้าขาว Mavin,,245,10,8859445400812
CAT014,ชิ้น,ฝักบัวอาบน้ำโครเมี่ยม 3 ระบบ M332Mavin,,245,10,8859445400836
,,,,,10,
CAT014,ชิ้น,"ตะไบ 6"" Smooth 330-06 Crown",,90,10,69410268886138
CAT014,ชิ้น,"ตะไบ 6"" Half Round 350-06 Crown",,140,10,6941026886176
CAT014,ชิ้น,"ตะไบ 10"" Smooth 330-10 Crown",,135,10,6941026886152
CAT014,ชิ้น,"ตะไบ 8"" Smooth 330-08 Crown",,110,10,6941026886145
CAT014,ชิ้น,"ตะไบ 5"" Smooth 360-05 Crown",,70,10,6941026886237
CAT014,ชิ้น,"ตะไบ 6"" Half Round 350-06 Crown",,140,10,6941026886176
CAT014,ชิ้น,"ตะไบ 10"" Half Round 350-10 Crown",,180,10,745760845378
CAT014,ชิ้น,"สิ่ว Wood Chisel 3/8"" Crown",,125,10,6941026854014
CAT014,ชิ้น,"สิ่ว Wood Chisel 3/4"" Crown",,155,10,
CAT014,ชิ้น,"สิ่ว Wood Chisel 1/2"" Crown",,135,10,
CAT014,ชิ้น,ชุดสิ่ว 4 PCS Wood Chisel Tolsen,25384,600,10,6933528725947
CAT014,ชิ้น,"ประแจ AW-10"" Crown",,140,10,6900601008648
CAT014,ชิ้น,"ประแจ AW-12"" Crown",,190,10,6900601008679
CAT014,ชิ้น,"กรรไกรตัดกิ่งไม้ #202 8"" มงกุฏ",,150,10,
CAT014,ชิ้น,"กรรไกรตัดกิ่งไม้ #205 8"" มงกุฏ",,150,10,
CAT014,ชิ้น,"ตะไบ 6"" Bastard 380-06 Crown",,90,10,6941026886244
CAT014,ชิ้น,"ตะไบ 6"" Smooth 320-06 Crown",,140,10,6941026886053
CAT014,ชิ้น,"ตะไบ 8"" Smooth 320-08 Crown",,155,10,0-745760845323
CAT014,ชิ้น,"ตะไบ 10"" Smooth 320-10 Crown",,175,10,0-745760845330
CAT014,ชิ้น,"ตะไบ 5"" DBL. 360-05 Crown",,70,10,6941026886237
CAT014,ชิ้น,บักเต้า LMCLR 15m #เหลือง ลามี่,,50,10,
CAT014,ชิ้น,บักเต้า LMCLR 15m #ส้ม ลามี่,,50,10,
CAT014,ชิ้น,บักเต้า LMCLR 15m #ฟ้า ลามี่,,50,10,
CAT014,ชิ้น,บักเต้า LMCLR 15m #เขียว ลามี่,,50,10,
CAT014,ชิ้น,ค้อน 27mm Hi-Tech,,175,10,
CAT014,ชิ้น,ขอสับเหล็ก #102 SN Berry,,45,10,
CAT014,ชิ้น,ขอสับเหล็ก บี-2,,13,10,
CAT014,ชิ้น,รูฝังกลอน #005 SN (แพ็คคู่),DL816 SN,180,10,8858837708994
CAT014,ชิ้น,กลอนห้องน้ำ Colt,,155,10,8854369009820
CAT014,ชิ้น,ขอค้ำซิงค์ #444-AC Berry,,120,10,
CAT014,ชิ้น,ขอค้ำซิงค์ Kimberley,,120,10,
CAT014,ชิ้น,กันชนประตู #MD-105A Feshco,,60,10,
CAT014,ชิ้น,กันชนประตู 419 AC Ben-ley,,150,10,
CAT014,ชิ้น,กลอนเหล็ก #202 AC Berry,,65,10,
CAT014,ชิ้น,กลอนเหล็ก #202 C Berry,,65,10,
CAT014,ชิ้น,กลอนห้องน้ำ #540 SS Colt,,155,10,885469009820
CAT014,ชิ้น,กันชนเหล็ก #501 P ครีม Berry,,45,10,
CAT014,ชิ้น,ห่วงสายยู HASP 1 PCS Sun-Sun,,30,10,
CAT014,ชิ้น,กันชนประตู #ทองเหลือง Feshco,,60,10,
CAT014,ชิ้น,กันชนพลาสติก #501 น้ำตาล Berry,,45,10,
CAT014,ชิ้น,เกียงโป๊ว TC229/16 PVC 3 ตัว Mixpro,01-006-010,45,10,8854368002921
CAT014,ชิ้น,เลื่อย Mix Pro-C,,120,10,8854718432156
CAT014,ชิ้น,"กลอนซิงค์ 789-6"" AC Berry",,65,10,
CAT014,ชิ้น,"กลอนซิงค์ 789-4"" AC Berry",,45,10,
CAT014,ชิ้น,"กลอนสแตนเลส #409 10"" Colt",,160,10,8854369014695
CAT014,ชิ้น,"กลอนสแตนเลส #400 24"" Colt",,760,10,8854369007277
CAT014,ชิ้น,"กลอนสแตนเลส #100 12"" AC Colt",,160,10,8854369009561
CAT014,ชิ้น,"กลอนสแตนเลส #200 24"" AC Colt",,495,10,8854369000759
CAT014,ชิ้น,"กลอนสแตนเลส #105 12"" Colt Lite",,120,10,8859014912821
CAT014,ชิ้น,"กลอนสแตนเลส #105 6"" Colt Lite",FAA02CN10506SS01CL,65,10,8859014945669
CAT014,ชิ้น,"กลอนสแตนเลส #105 4"" Colt Lite",FAA02CN10504SS01CL,50,10,8859014945645
CAT014,ชิ้น,กลอนสแตนเลส #813-2 SS Berry,,45,10,
CAT014,ชิ้น,"กลอนสแตนเลส 3 1/2"" Feshco",,60,10,
CAT014,ชิ้น,"กลอนสแตนเลส 1x1 4"" Colt Lite",Colt-lite#008ss4,65,10,8859014932379
CAT014,ชิ้น,กลอนสแตนเลส SUS30 PP,,50,10,
CAT014,ชิ้น,กลอนสแตนเลส ธรรมดา,,50,10,
CAT014,ชิ้น,"กลอนสับสแตนเลส #370 4"" ss รุ่นแผง Colt Lite",FAA18CN37004SSCL0,100,10,8859014944839
CAT014,ชิ้น,"กลอนสับสแตนเลส เกรด 304 3"" Wawa",,55,10,
CAT014,ชิ้น,กลอนสับสแตนเลส #ทองแดง Expo Plus,,90,10,
CAT014,ชิ้น,อุปกรณ์รับชั้น Shelf Support,,250,10,
CAT014,ชิ้น,"บานพับสแตนเลส P433 SB 4""x3"" NAS",,200,10,
CAT014,ชิ้น,บานพับเหล็ก #254 AC Berry,,200,10,
CAT014,ชิ้น,บานพับเหล็ก #636 AC Berry,,230,10,
CAT014,ชิ้น,"บานพับเหล็ก AC 50T 4x3"" Ben-Ley",,150,10,
CAT014,ชิ้น,บานพับสแตนเลส BP073A D&D,,235,10,8858802910193
CAT014,ชิ้น,บานพับเหล็กถอดได้ เทา BP004 D&D,,75,10,8858802900187
CAT014,ชิ้น,บานพับเหล็กถอดได้ ครีม BP005 D&D,,75,10,8858802900194
CAT014,ชิ้น,บานพับเหล็ก #2343-AC Berry,,150,10,
CAT014,ชิ้น,"บานพับประตู 4""x3"" Hefele",489.04.012,210,10,8858712486061
CAT014,ชิ้น,กันชนสแตนเลส DS-401A Feshco,,65,10,
CAT014,ชิ้น,"กลอนฝัง 8"" PP",,140,10,
CAT014,ชิ้น,"กลอนฝัง 6"" PP",,120,10,
CAT009,ชิ้น,ลูกบิดประตู 586-AC ET JSS,,175,10,
CAT009,ชิ้น,ลูกบิดประตู A881SS Mica,,175,10,
CAT009,ชิ้น,ลูกบิดประตู P589AC-ET Draco,,175,10,
CAT014,ชิ้น,"ชุดบานพับ 4""x3""x25 mm. Idea",9IH.430.25,230,10,
CAT014,ชิ้น,"ชุดบานพับ 4""x3"" Lamy",,120,10,
CAT014,ชิ้น,"บานพับสแตนเลสชุบทอง 5""x3""x3 ml. NAS",P533SB,250,10,
CAT014,ชิ้น,"บานพับสแตนเลส 3"" Feshco",,300,10,
CAT014,ชิ้น,"บานพับสปริง 2 หน้า 4"" Colt",FHA14CN204SSO1,390,10,8859014902426
CAT009,ชิ้น,ลูกบิดประตูแบบก้านโยก เกรด 304 Modernform,RL6411SNET,590,10,8858808797088
CAT009,ชิ้น,ลูกบิดประตูแบบก้านโยก SS Home,RL6481SNET,590,10,8858808797095
CAT009,ชิ้น,ลูกบิดประตู 54mm Draco,P587AC-ET,175,10,
CAT009,ชิ้น,ลูกบิดประตู 4327-302 ET SS Colt,FLA01CN4327ETSSS,260,10,8859014948219
CAT009,ชิ้น,มือจับก้านโยกห้องน้ำ 60-70 mm Jarton,120006,490,10,8859105107105
CAT014,ชิ้น,กลอนสแตนเลส #350 Nas,,125,10,
CAT014,ชิ้น,ถ้วยครอบลูกบิดประตู #199 Buillock,,100,10,6001001108676
CAT014,ชิ้น,กุญแจคล้องคอยาว 40 mm Mavin,MV40L-S,95,10,8859445404728
CAT014,ชิ้น,กุญแจคล้องคอสั้น 50 mm Mavin,MV50S-S,95,10,8859445404735
CAT014,ชิ้น,กุญแจคล้องคอสั้น 40 mm Mavin,MV40S-S,80,10,8859445404711
CAT014,ชิ้น,กุญแจคล้องคอยาว 50 mm Mavin,MV50L-S,125,10,8859445404742
CAT014,ชิ้น,กุญแจคล้อง 30 mm XTra,,50,10,9555075102315
CAT014,ชิ้น,มือจับ #3404-200mm Feshco,,140,10,
CAT014,ชิ้น,มือจับ #3001-200mm Feshco,,140,10,
CAT014,ชิ้น,มือจับ #3002-200mm Feshco,,140,10,
CAT014,ชิ้น,มือจับ #3406-200mm Feshco,,140,10,
CAT014,ชิ้น,มือจับ #3406-150mm Feshco,,90,10,
CAT014,ชิ้น,"มือจับ #P88-6"" AC NRH",,125,10,
CAT014,ชิ้น,มือจับ 96mm Pyramid,87216/96,49,10,8859024942795
CAT014,ชิ้น,โช๊ค 80n Modernform,SI-CHOKE-440-8-W,200,10,8858808812439
CAT014,ชิ้น,รางบน 4000mm Hefele,499.40.044,175,10,8858712404362
CAT014,ชิ้น,มือจับลายโรมัน Ben-Ley,,390,10,
CAT014,ชิ้น,มือจับลายโรมัน Ben-Ley,,260,10,
CAT014,ชิ้น,มือจับเหล็ก #711-AC Berry,,75,10,
CAT014,ชิ้น,มือจับเหล็ก #712 AC Berry,,95,10,
CAT014,ชิ้น,มือจับเหล็ก #712 SN Berry,,95,10,
CAT014,ชิ้น,มือจับหน้าต่าง 150mm #เงิน Hefele,481.11.130,120,10,8858712478141
CAT014,ชิ้น,มือจับหน้าต่าง 150mm #ทองแดง Hefele,481.11.133,120,10,8858712478172
CAT014,ชิ้น,มือจับหน้าต่าง 120mm #ทองแดง Hefele,481.11.123,110,10,8858712478134
CAT014,ชิ้น,มือจับหน้าต่าง 110mm #เงิน Hefele,481.11.120,110,10,8858712478110
CAT014,ชิ้น,มือจับเหล็ก #513 SN Berry,,130,10,
CAT014,ชิ้น,มือจับแสตนเลส SS 641-150 Ben-Ley,,100,10,8859290713112
CAT014,ชิ้น,"มือจับแสตนเลส J 22-10"" Ben-Ley",,135,10,8859290702130
CAT014,ชิ้น,"มือจับแสตนเลส J 19-8"" Ben-Ley",,125,10,8859290702123
CAT014,ชิ้น,มือจับแสตนเลส 300 PB Ben-Ley,,220,10,8859290707807
CAT014,ชิ้น,มือจับแสตนเลส 301 PB Ben-Ley,,220,10,8859290702079
CAT014,ชิ้น,มือจับเหล็ก #712 SN Berry,,95,10,
CAT014,ชิ้น,มือจับลายโรมัน #5015 AC Ben-Ley,,330,10,
CAT014,ชิ้น,มือจับลายโรมัน #5052 AC Ben-Ley,,330,10,
CAT014,ชิ้น,"มือจับลายโรมัน JW3-12"" Ben-Ley",,195,10,8859290707814
CAT014,ชิ้น,"มือจับไม้แดงหัวสแตนเลส JW-12"" Ben-Ley",,195,10,
CAT014,ชิ้น,มือจับ #3002-250mm Feshco,,130,10,8859290707807
CAT014,ชิ้น,มือจับแสตนเลส 300 PB Ben-Ley,,220,10,8859290708835
CAT014,ชิ้น,มือจับแสตนเลส 302 PB Ben-Ley,,220,10,
CAT014,ชิ้น,มือจับ #3407-250mm Feshco,,150,10,8858673913774
CAT014,ชิ้น,"ลูกกลิ้งเคมี 4"" KM 45L Hi-Top",,,10,8858673913781
CAT014,ชิ้น,"อะไหล่ลูกกลิ้งเคมี 4"" KR 4WL #ปลีก Hi-Top",,20,10,8858673913781
CAT014,ชิ้น,"อะไหล่ลูกกลิ้งเคมี 4"" KR 4WL #แพ็ค Hi-Top",,170,10,8858673913231
CAT014,ชิ้น,"อะไหล่ลูกกลิ้งทาสี 10"" RF-10 Hi-Top",,50,10,8858673913224
CAT014,ชิ้น,"อะไหล่ลูกกลิ้งทาสี 7"" RF-7 Hi-Top",,35,10,8858673913200
CAT014,ชิ้น,"ลูกกลิ้งทาสี 10"" PR-10 Hi-Top",,70,10,8858673913217
CAT014,ชิ้น,"อะไหล่ลูกกลิ้งทาสี 4"" RF-4 Hi-Top",,30,10,8858673913194
CAT014,ชิ้น,"ลูกกลิ้งทาสี 7"" PR-7 Hi-Top",,60,10,505543904420
CAT014,ชิ้น,"แปรงทาสี 4"" ABC-009",,75,10,110560
CAT014,ชิ้น,"แปรงทาสี 2"" #2000 K-P",,30,10,110540
CAT014,ชิ้น,"แปรงทาสี 1"" #2000 K-P",,50,10,110580
CAT014,ชิ้น,"แปรงทาสี 3"" #2000 K-P",,65,10,
CAT014,ชิ้น,แปรงทาสี Jumbo,,80,10,8858673913095
CAT014,ชิ้น,แปรงขนกระต่าย RB 8 Hi-Top,,48,10,8858673913118
CAT014,ชิ้น,แปรงขนกระต่าย RB 12 Hi-Top,,72,10,8856575001032
,,,,,,
CAT008,ชุด,บานพับในขอบ Home,MPEU424T53E16,70,30,8856575001025
CAT008,ชุด,บานพับบานกลาง Home,MPEU424T53E10,70,30,8856575001018
CAT008,ชุด,บานพับบานริม 35mm Home,MPEU424T53E0,70,30,8858712468586
CAT008,ชุด,บานพับถ้วยในขอบ Hafele,483.02.093,80,30,8858712468579
CAT008,ชุด,บานพับถ้วยกลางขอบ Hafele,483.02.092,80,30,8858712468562
CAT008,ชุด,บานพับ 35mm Hafele,483.02.091,80,30,8859543026495
CAT008,ชุด,บานพับถ้วย ซอฟต์ ในขอบ 35mm Hafele,483.02.512,170,30,8859543037255
CAT008,ชุด,บานพับถ้วย ซอฟต์ กลางขอบ 35mm Hafele,483.02.581,170,30,8859543037248
CAT008,ชุด,บานพับถ้วย ซอฟต์ ทับขอบ 35mm Hafele,483.02.580,170,30,8858808812965
CAT008,ชุด,บานพับถ้วยเฟอร์นิเจอร์ 35mm Star,HA-1370-E0-S,70,30,8859024939184
,,,,,,
CAT014,ชิ้น,"มือจับสแตนเลส 304 1/2"" 128mm PP",SHNH12/128,90,10,8859024939238
CAT014,ชิ้น,"มือจับสแตนเลส 304 1/2"" 288mm Pyramid",SHNH12/288,200,10,8859024939238
CAT014,ชิ้น,"มือจับสแตนเลส 304 1/2"" 288mm PP",SHNH12/288,140,10,8859024939238
CAT014,ชิ้น,"มือจับสแตนเลส 304 1/2"" 160mm Pyramid",SHNH12/160,110,10,8859024939191
CAT014,ชิ้น,แปรงลวดทองเหลือง #206 6 แถว Mix Pro,CNTNJB4MIXPRO,35,10,8854368003584
CAT014,ชิ้น,แปรงลวดทองเหลือง #205 5 แถว Mix Pro,CNTNJB4MIXPRO,30,10,8854368003683
CAT014,ชิ้น,แปรงลวดทองเหลือง #204 4 แถว Mix Pro,CNTNJB4MIXPRO,25,10,8854368002723
CAT014,ชิ้น,ค้อน 450g 27mm Stanley,,200,10,888317000292
CAT014,ชิ้น,น้ำมันหล่อลื่นปืนลม 125cc Hi-Top,,50,10,8858673905328
CAT014,ชิ้น,"มือจับยาว 12"" #ทอง TN",01-AL-12*300-GS,110,10,
CAT014,ชิ้น,"มือจับยาว 10"" #ทอง TN",01-AL-12*250-GS,90,10,
CAT014,ชิ้น,"มือจับยาว 14"" #ดำ TN",01-AL-12*350-BL,130,10,
CAT014,ชิ้น,ใบเลื่อย Swordfish,,15,10,
CAT014,ชิ้น,"ใบเลื่อย 300m/12"" Uitrai flex",,25,10,78347106
CAT014,ชิ้น,ใบเลื่อย red fish,,10,10,
,,,,,,
CAT014,ชิ้น,บานพับกระจก กดกระเด้ง,,60,10,
CAT014,ชิ้น,บานพับกระจก แม่เหล็ก,,60,10,
CAT014,ชิ้น,ตัวปิดหัวเสาร์ กระดูกงู,,35,10,
CAT014,ชิ้น,อุปกรณ์ติดป้ายชื่อ,,50,10,
CAT014,ชิ้น,ชุดน็อตกาว,,10,10,
CAT014,ชิ้น,น็อตผู้ 6 เหลี่ยม,,4,10,
CAT014,ชิ้น,ทีนัทชุปสีรุ้ง,,5,10,
CAT014,ชิ้น,ทีนัทชุปสีรุ้ง (ถุง),,450,10,
CAT014,ชิ้น,น็อตถังเฟอร์นิเจอร์,,4,10,
CAT014,ชิ้น,ชุดน็อต 6 เหลี่ยม หัวแขก,,8,10,
CAT014,ชิ้น,ชุดน็อต 6 เหลี่ยม 6.5 cm,,10,10,
CAT014,ชิ้น,ชุดน็อต 6 เหลี่ยม 5.5 cm,,10,10,
CAT014,ชิ้น,ตัวน็อตฝังไม้ 6 เหลี่ยม M7,,5,10,
CAT014,ชิ้น,หัวน็อตฝังไม้ 6 เหลี่ยม M10,,5,10,
CAT014,ชิ้น,ชุดน็อตทีนัทหัว 6 เหลี่ยม 5 cm,,10,10,
CAT014,ชิ้น,ชุดน็อตทีนัทหัวแขก 5 cm,,10,10,
CAT014,ชิ้น,ชุดน็อต #10 35 cm,,6,10,
CAT014,ชิ้น,ชุดน็อต #10 40 cm,,6,10,
CAT014,ชิ้น,หัวน็อตหมวก M4 0.7x7,,4,10,
CAT014,ชิ้น,หัวน็อตหมวก M5 0.8x8,,4,10,
CAT014,ชิ้น,หัวน็อตหมวก,,5,10,
CAT014,ชิ้น,ชุดน็อต #7,,2,10,
CAT014,ชิ้น,ชุดน็อต #8 3cm,,5,10,
CAT014,ชิ้น,ชุดน็อต #8 2cm,,10,10,
CAT014,ชิ้น,หัวน็อต M8x1.25,,4,10,
CAT014,ชิ้น,ชุดน็อต #10 25cm,,5,10,
CAT014,ชิ้น,ชุดน็อต #10 5cm,,5,10,
CAT014,ชิ้น,น็อตตัวเมีย #19,,4,10,
CAT014,ชิ้น,น็อต #10 10cm,,4,10,
CAT014,ชิ้น,น็อต + หางปลา,,6,10,
CAT014,ชิ้น,หัวน็อตฝังไม้ 6 เหลี่ยม M18,,5,10,
CAT014,ชิ้น,ขาปรับโต๊ะ เล็ก,,10,10,
CAT014,ชิ้น,ล้อทองเหลือง รางมีเนียม,,25,10,
CAT014,ชิ้น,เหล็กฉาก 2.5cm ฝาปิด,,20,10,
CAT014,ชิ้น,เหล็กฉาก 001 3.7cm,,15,10,
CAT014,ชิ้น,เหล็กฉาก 002 3.7cm,,15,10,
CAT014,ชิ้น,ฉากเหล็ก 5.7cm,,30,10,
CAT014,ชิ้น,เหล็กฉาก 4.7cm ฝาปิด,,30,10,
CAT014,ชิ้น,เหล็กฉาก 4 รู,,4,10,
CAT014,ชิ้น,เหล็กฉาก 6 รู,,15,10,
CAT014,ชิ้น,ฉากรับลิ้นกุญแจ,,5,10,
CAT014,ชิ้น,บานพับซ่อน,,6,10,
CAT014,ชิ้น,บานพับฉาก,,3,10,
CAT014,ชิ้น,ตัวประคองบานเลื่อน,,20,10,
CAT014,ชิ้น,กอไก่รับชั้น,,25,10,
CAT014,ชิ้น,เหล็กฉากวงกบประตู 10x10cm,,30,10,
CAT014,ชิ้น,เหล็กฉากวงกบประตู 12x12cm,,40,10,
CAT014,ชิ้น,เหล็กฉากวงกบประตู 18x18cm,,50,10,
CAT014,ชิ้น,ชุดน็อต #10 20cm,,4,10,
CAT014,ชิ้น,ชุดน็อต #10 16cm,,4,10,
CAT014,ชิ้น,ชุดน็อต #10 30cm,,5,10,
CAT014,ชิ้น,หัวน็อต M5x0.8,,5,10,
CAT014,ชิ้น,เหล็กฉาก 27cm,,10,10,
CAT014,ชิ้น,เหล็กฉาก 4.7cm,,20,10,
CAT014,ชิ้น,เหล็กฉาก 7cm ฝาปิด,,40,10,
CAT014,ชิ้น,เหล็กฉาก 4.7cm,,20,10,
CAT014,ชิ้น,ชุดขอเตียง แบน,,35,10,
CAT014,ชิ้น,ถาดใส่ช้อน S,,300,10,
CAT014,ชิ้น,ถาดใส่ช้อน M,,350,10,
CAT014,ชิ้น,ถาดใส่ช้อน L,,600,10,
CAT014,ชิ้น,ชั้นใส่จาน S,,2300,10,
CAT014,ชิ้น,ชั้นใส่จาน M,,2600,10,
CAT014,ชิ้น,ยางปุ่มรับชั้น,,80,10,
CAT014,ชิ้น,กุญแจ,,200,10,
CAT014,ชิ้น,ขอเตียงใหญ่,,100,10,
CAT014,ชิ้น,ขอเตียงเล็ก,,75,10,
CAT014,ชิ้น,บานพับซ้อน พลาสติก,,150,10,
CAT014,ชิ้น,ปุ่มรับชั้น ตัวเล็ก,,85,10,
CAT014,ชิ้น,ขอเตียงแบบเสียบ ใหญ่,,60,10,
CAT014,ชิ้น,ขอเตียงแบบเสียบ เล็ก,,35,10,
CAT014,ชิ้น,"เลื่อยตัดกิ่งไม้ 16"" Meta",,180,10,
CAT014,ชิ้น,เทปพันเกลียว 10x12cm S.P.,,15,10,
CAT014,ชิ้น,ลูกล้อประตู S White Horse,,115,10,
CAT014,ชิ้น,ลูกล้อประตู M White Horse,,195,10,
CAT014,ชิ้น,ลูกกลิ้งเคมี ABC,,55,10,
CAT014,ชิ้น,สะกรู หัว M #4 ,,25,10,
CAT014,ชิ้น,สะกรู หัว M #4 (แพค),,160,10,
CAT014,ชิ้น,สะกรู หัว M #5,,160,10,
CAT014,ชิ้น,สะกรู หัว M #6,,30,10,
CAT014,ชิ้น,สะกรู หัว M #6,,200,10,
CAT014,ชิ้น,สะกรู หัว M #7,,35,10,
CAT014,ชิ้น,ช่องกระดาษ 41cm,,30,10,
CAT014,ชิ้น,ช่องกระดาษ 14cm,,15,10,
CAT014,ชิ้น,สายลม 10m. Hi-Top,,240,10,
CAT014,ชิ้น,สายลม 15m. Hi-Top,,290,10,
CAT014,ชิ้น,ค้อนยางพร้อมด้าม S Crown,,70,10,
CAT014,ชิ้น,ค้อนยางพร้อมด้าม S Crown,,80,10,
CAT014,ชิ้น,ค้อนยางพร้อมด้าม S Crown,,90,10,
CAT014,ชิ้น,ค้อนช่างทอง,,65,10,
CAT014,ชิ้น,ค้อน 18mm. Hi-Tech,,120,10,
CAT014,ชิ้น,ค้อน Hi-Tech,,175,10,
CAT014,ชิ้น,ปืนยิงดีเบท Harden (ยกกล่อง),,180,10,
CAT014,ชิ้น,หินฝนมีด Carborundum,,265,10,
CAT014,ชิ้น,"หินลับมีด 2 หน้า 8x2x1"" King Eagle",,145,10,
CAT014,ชิ้น,"เกรียงโป๊ว 4"" Baisagay",,35,10,
CAT014,ชิ้น,"เกรียงโป๊วสี PSV 3""",,30,10,
CAT014,ชิ้น,"เกรียงโป๊วสี PSV 2""",,25,10,
CAT014,ชิ้น,"เกรียงโป๊วสี PSV 1 1/2""",,20,10,
CAT014,ชิ้น,"เกรียงโป๊วสี PSV 1""",,15,10,
CAT014,ชิ้น,เชือก ตราดอกบัว 1m,,10,10,
CAT014,ชิ้น,โครงเลื่อยตัดเหล็ก Mix Pro,,95,10,
CAT014,ชิ้น,"กลอน 1/4x6"" Thai Pattana",,20,10,
CAT014,ชิ้น,"กลอน 1/4x4"" Osaka",,18,10,
CAT014,ชิ้น,"กลอนทองเหลือง 3"" ขาตรง",,55,10,
CAT014,ชิ้น,"กลอน 1/4x2"" Osaka",,15,10,
CAT014,ชิ้น,"กลอน 1/4x2"" Osaka (กล่อง)",,290,10,
CAT014,ชิ้น,"กลอนดำ-แดง 4"" Citroen",,10,10,
CAT014,ชิ้น,"กลอนดำ-แดง 6"" Citroen",,15,10,
CAT014,ชิ้น,"กลอนโครเมี่ยม 6"" Citroen",,15,10,
CAT014,ชิ้น,"กลอนโครเมี่ยม 4"" Citroen",,10,10,
